Count,Asset Material,Asset Diameter,Asset Install Year,BR,LoF Phys,LoF,CoF,Risk,Max CoF Factors,Replace Cost,Asset ID
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$25554,56724
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$41839,56725
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$94780,56734
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$230362,56735
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$7280,56740
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$5465,56741
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$134511,56747
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$12332,56752
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$119389,56756
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$4031,56773
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$10999,56776
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$131776,56780
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$7239,56783
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$10171,56789
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$60873,56791
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$188085,56793
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$105044,56794
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$142424,56798
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$4277,56801
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$155645,56805
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$19057,56809
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$38408,56810
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$102285,56819
1,CMP,18,1990,1.8,1,1,2,2,Diameter,$110763,56821
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$187879,56832
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$222669,56835
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$183641,56841
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$10817,56846
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$52960,56851
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$206013,56856
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$43450,56860
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$67308,56863
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$182061,56874
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$14485,56897
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$19183,56901
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$61270,56909
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$104701,56914
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$412108,56917
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$31957,56929
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$126508,56941
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$195668,56952
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$164593,56968
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$101506,56975
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$14370,56977
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$6403,56978
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$26164,56988
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$7906,56990
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$110302,56992
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$17774,56994
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$150807,56996
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$94339,57001
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$59733,57007
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$17334,57009
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$83379,57024
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$7875,57025
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$111186,57046
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$4215,57051
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$22707,57059
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$8122,57061
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$74398,57063
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$219985,57075
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$11099,57077
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$158345,57079
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$155172,57080
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$6540,57081
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$31732,57089
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$138873,57093
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$218017,57095
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$9918,57099
1,CMP,18,1990,1.8,1,1,2,2,Diameter,$3185,57102
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$110662,57108
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$148171,57109
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$90311,57112
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$71239,57113
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$5502,57114
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$122642,57119
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$47933,57125
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$145423,57127
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$22021,57139
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$39079,57145
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$12068,57153
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$31735,57157
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$11673,57160
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$137401,57176
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$13935,57181
1,VCP,18,1990,1.8,1,1,2,2,Diameter,$20800,57203
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$78584,57207
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$48999,57217
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$97019,57223
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$180327,57225
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$99886,57227
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$172359,57232
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$81902,57234
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$146418,57239
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$12223,57248
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$3433,57255
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$67396,57256
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$131779,57262
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$170552,57272
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$35852,57285
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$39539,57296
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$52582,57299
1,CMP,18,1990,1.8,1,1,2,2,Diameter,$12662,57300
1,VCP,30,1990,1.8,1,1,2,2,Diameter,$35688,57301
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$46312,57302
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$23268,57307
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$89887,57309
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$12798,57310
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$8421,57312
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$32554,57313
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$10611,57314
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$41198,57315
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$107523,57318
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$92681,57321
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$10393,57322
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$11865,57326
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$89459,57329
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$83662,57358
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$4608,57360
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$29261,57368
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$53722,57376
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$133322,57384
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$17661,57406
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$64249,57410
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$7145,57416
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$130055,57421
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$140409,57427
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$5311,57431
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$55855,57436
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$49012,57437
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$13315,57438
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$40299,57441
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$121327,57444
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$17799,57445
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$151472,57453
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$23310,57455
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$4810,57456
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$106628,57458
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$26754,57463
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$28861,57468
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$5710,57469
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$109700,57475
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$65322,57483
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$55332,57488
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$227231,57491
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$74664,57496
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$139146,57499
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$36911,57503
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$19360,57510
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$59058,57514
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$164717,57515
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$9889,57517
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$41933,57520
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$88572,57524
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$22880,57527
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$12470,57531
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$105474,57536
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$5357,57537
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$6130,57540
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$92047,57542
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$13535,57546
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$144783,57552
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$21501,57553
1,CMP,18,1990,1.8,1,1,2,2,Diameter,$11275,57567
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$68131,57579
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$112115,57581
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$82173,57582
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$168151,57589
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$76054,57594
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$81570,57599
1,CMP,24,1990,1.8,1,1,2,2,Diameter,$19045,57600
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$76458,57601
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$41126,57603
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$13394,57614
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$172381,57624
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$77675,57628
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$15750,57642
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$18017,57645
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$61984,57649
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$117946,57662
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$16211,57672
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$6614,57677
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$11481,57682
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$100790,57696
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$5574,57704
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$6893,57705
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$165209,57706
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$10319,57707
1,BR,30,1990,1.8,1,1,2,2,Diameter,$16507,57724
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$57390,57736
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$218293,57739
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$309117,57741
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$14495,57746
1,CMP,30,1990,1.8,1,1,2,2,Diameter,$47542,57749
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$181431,57758
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$37385,57775
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$126420,57795
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$73571,57806
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$44894,57808
1,CMP,18,1990,1.8,1,1,2,2,Diameter,$107154,57819
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$24548,57830
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$41631,57832
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$90614,57845
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$12172,57849
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$51586,57850
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$10576,57855
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$35474,57868
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$5250,57869
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$7478,57876
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$97804,57877
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$186837,57878
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$9605,57889
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$217830,57905
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$26513,57906
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$15929,57917
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$120428,57926
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$72660,57934
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$111136,57935
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$46034,57959
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$141379,57961
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$109167,57962
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$65278,57963
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$27338,57964
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$134594,57996
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$18476,58006
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$7299,58009
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$5984,58010
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$44844,58011
1,RCP,29,1990,1.8,1,1,2,2,Diameter,$37850,58018
1,RCP,29,1990,1.8,1,1,2,2,Diameter,$49561,58019
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$8523,58037
1,CMP,24,1990,1.8,1,1,2,2,Diameter,$81610,58038
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$7591,58045
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$69880,58046
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$202544,58047
1,CMP,30,1990,1.8,1,1,2,2,Diameter,$231452,58049
1,CMP,18,1990,1.8,1,1,2,2,Diameter,$13671,58050
1,VCP,18,1990,1.8,1,1,2,2,Diameter,$8537,58053
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$9810,58067
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$112353,58090
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$135467,58096
1,CMP,19,1990,1.8,1,1,2,2,Diameter,$65767,58099
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$170060,58104
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$72019,58116
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$59677,58118
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$9763,58119
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$9338,58124
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$58624,58126
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$60672,58139
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$22069,58159
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$12681,58160
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$54833,58189
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$16398,58190
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$24943,58195
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$28070,58196
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$7791,58200
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$24509,58205
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$40044,58207
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$88427,58220
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$47026,58231
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$4400,58234
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$4175,58237
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$8881,58238
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$5615,58239
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$189058,58246
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$28808,58265
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$87289,58268
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$185065,58270
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$98987,58271
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$60471,58272
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$26783,58273
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$28881,58274
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$12332,58308
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$69268,58323
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$14971,58324
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$58458,58325
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$58632,58326
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$5925,58327
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$38400,58328
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$88157,58329
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$9429,58330
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$7730,58331
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$50810,58332
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$31625,58333
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$50405,58334
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$32073,58340
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$34743,58341
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$36108,58342
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$15267,58347
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$18918,58368
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$15969,58369
1,RCP,29,1990,1.8,1,1,2,2,Diameter,$23598,58370
1,RCP,29,1990,1.8,1,1,2,2,Diameter,$73818,58372
1,RCP,29,1990,1.8,1,1,2,2,Diameter,$115837,58373
1,RCP,29,1990,1.8,1,1,2,2,Diameter,$120514,58374
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$20665,58383
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$127186,58410
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$61888,58443
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$334525,58450
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$250495,58452
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$92643,58453
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$111142,58463
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$105922,58464
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$4072,58465
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$103161,58480
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$151530,58485
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$119937,58486
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$42086,58489
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$50227,58494
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$39606,58499
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$69173,58502
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$63885,58504
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$156637,58505
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$245563,58510
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$25603,58517
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$2686,58519
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$4424,58521
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$29978,58524
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$124640,58535
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$39700,58538
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$175935,58539
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$30146,58540
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$155764,58541
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$11133,58544
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$86884,58547
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$8584,58549
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$80722,58551
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$74144,58552
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$32004,58556
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$17706,58557
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$81616,58560
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$50271,58566
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$120901,58569
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$166831,58574
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$66726,58578
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$50421,58581
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$61546,58585
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$41754,58588
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$259460,58589
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$167761,58590
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$119505,58599
1,VCP,18,1990,1.8,1,1,2,2,Diameter,$55585,58617
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$16295,58623
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$131638,58625
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$70009,58626
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$158026,58627
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$14097,58634
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$122954,58643
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$96814,58653
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$20273,58654
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$20785,58657
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$55674,58658
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$465278,58660
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$122737,58663
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$17248,58671
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$14299,58672
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$84581,58679
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$111644,58685
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$72075,58691
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$366218,58692
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$75042,58701
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$90259,58704
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$25419,58706
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$11084,58727
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$23091,58729
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$168752,58735
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$164512,58739
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$69919,58740
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$107710,58764
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$102666,58765
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$100649,58777
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$29330,58780
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$203757,58782
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$71169,58784
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$54734,58790
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$2069,58805
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$200220,58811
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$69033,58812
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$14274,58824
1,VCP,24,1990,1.8,1,1,2,2,Diameter,$6095,58827
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$20728,58846
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$31456,58849
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$34475,58850
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$140321,58853
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$38892,58854
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$174707,58855
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$55334,58856
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$18339,58857
1,RCP,24,1990,1.8,1,1,2,2,Diameter,$98733,58861
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$110298,58866
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$30738,58867
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$41264,58869
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$45487,58871
1,RCP,30,1990,1.8,1,1,2,2,Diameter,$123860,58873
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$131857,58875
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$169323,58880
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$57704,58884
1,RCP,18,1990,1.8,1,1,2,2,Diameter,$6349,58900
